listing_id,review_count,avg_rating,mean_pred_rating,std_pred_rating,mean_review_score,avg_rating_norm,mean_pred_norm,stability,confidence,listing_score,final_score
40203245,58,5.0,4.9999998355733934,7.660270218049307e-07,0.9999999588933485,1.0,0.9999999588933484,0.9999996169864891,1.0,0.9999999199393149,0.9999999199393149
49804976,78,5.0,4.999999614862295,2.1074889451044766e-06,0.9999999037155738,1.0,0.9999999037155738,0.9999989462555274,1.0,0.9999997889818946,0.9999997889818946
26939959,137,5.0,4.99999948835721,2.1156641576996376e-06,0.9999998720893024,1.0,0.9999998720893024,0.9999989421679212,1.0,0.9999997709743045,0.9999997709743045
1346323242120150199,73,5.0,4.999999274946239,3.5041219486414276e-06,0.9999998187365597,1.0,0.9999998187365597,0.9999982479390257,1.0,0.9999996374959619,0.9999996374959619
21782123,59,5.0,4.9999992079653985,4.166963890611493e-06,0.9999998019913495,1.0,0.9999998019913496,0.9999979165180547,1.0,0.9999995785729506,0.9999995785729506
1432642395692877032,56,5.0,4.999998399189541,4.697118698825282e-06,0.9999995997973851,1.0,0.9999995997973852,0.9999976514406506,1.0,0.9999994276046595,0.9999994276046595
5902247,163,5.0,4.999998636772296,5.457876340231516e-06,0.9999996591930741,1.0,0.999999659193074,0.9999972710618299,1.0,0.9999994032154652,0.9999994032154652
1341210404003269875,167,4.994011976047904,4.9999989492450645,5.468065923655209e-06,0.9999997373112661,0.9985029940119761,0.9999997373112661,0.9999972659670382,1.0,0.999550343619845,0.999550343619845
614976093907823420,142,4.992957746478873,4.9999995533849155,1.8794257910018855e-06,0.9999998883462288,0.9982394366197183,0.9999998883462289,0.9999990602871045,1.0,0.9994716286194071,0.9994716286194071
628141259438347130,122,4.991803278688525,4.9999990346001795,4.864914588839738e-06,0.999999758650045,0.9979508196721312,0.9999997586500449,0.9999975675427056,1.0,0.99938474829057,0.99938474829057
